content,app
"Compared to other banking apps this is too slow in race,need more efficiency",Al Habib
Moody app hai apni marzi se chalta hai,Al Habib
Reliable and useful,Al Habib
App on nei ho raha error show kar raha hu,Al Habib
Bakwas tareen service,Al Habib
Why is my Al habibib banking app not showing some features. Paypro payments and IESCO are not showing up in my al habib mobile app. Why?,Al Habib
Very slow app. Learn something from Meezan Bank app how swiftly it works...,Al Habib
wonderfull app this app make to easy life,Al Habib
"One of the laziest, full of errors a big headache application of Alhabeb bank. sometimes does not receive OTP sometimes it says we can't transfer payment technical error.",Al Habib
There biometric verification is not working. it is every time fails for verification,Al Habib
"Update: It worked via BAHL fingerprint verification app. Still your bank is way behind others, please improve your service Thank you.",Al Habib
this app is good but some issue is slow and not working without internet PKG and wife ye app Kam nahi Karti internet PKG or WiFi k bager baki Jo computer ha jesy k jazzcash app apka net PKG ho ya na ho apka data on hona chaeye apke app working Kary ge jazzcash k alawa or banks APP hain Jo PKG or WiFi k bager on ho jati hain,Al Habib
BAHL is good app. It is easy to use and very helpful for me .I suggest to every one to download and install this app and get good experience. Thank you,Al Habib
Mere mobile mein GPay ka Options ay kia ye Sahi he nuqsan to nhi ye na ho craidit card lagau paise urh jay,Al Habib
Most disgusting app I have used in my life I am current active employee of bank Al Habib in Lahore I have try to login my app but still asked him to invalid user name and password after change my password I am trying to login my app but still again says invalid user name and password I suggest to other customers don't use this disgusting app and I rate this app 0/10,Al Habib
"worst app ever , always sluggish response and have errors .",Al Habib
Why do you guys deduct card payment without confirmation if we are in emergency then what we do if you take 1800 in once.,Al Habib
Very bad experience very bad app please don't open account in this bank worst online banking,Al Habib
"Not opening the App saying: ""Unable to connect to server"". I have a good internet connection. (No message or notice of server maintenance recieved)",Al Habib
Application is good but some time it doesn't work properly and system is busy many times.,Al Habib
"Need improvement, Baki ok h",Al Habib
Bekar app ha ye maza nahe araha,Al Habib
The app is useless as it keeps on reconnecting saying can not connect to server. This app never works correctly always showing errors.,Al Habib
"Vreey bad ,allways problem",Al Habib
Today app is not working and any worker no contact for help,Al Habib
The app is awful. It is slow and there are alot of bugs and UI is not user friendly at all,Al Habib
بہت بیکار ایپ ہے,Al Habib
Apka bank he bakwas hai 2 week ho gaye hy ma ny application di hy k mera bank account unlock kar do lakin ap logo ko zara ehsas nhe hai ap log bas zalel he krty hain apni awam ko awam ko chahiya ap k bank me jitny account hai sary band he kar dy account ap k bank sy,Al Habib
How I can change my login password?,Al Habib
i closed my account that was linked with Al Habib app and opened a mew account. Kindly guide me how do i link my new account with Al Habib App.,Al Habib
App is not open it,Al Habib
Always gives error that user account not found i have to transfer money but due to this issue I didn't do the transaction and lost the chance,Al Habib
"Aik hota hain bank phr ata hain ghatiya bank phr ata hain mazeed ghatiya bank phr uska bad ata ha yh Habib bank And this not the end Usse bhi ghatiya ha Inka call center agents, kaddu sikha kr bithaya hoga inko",Al Habib
Slow and hanging app at payment time and so delayed in verification code,Al Habib
Dunya ki sb sy buri bakwas app ka award goes to this app,Al Habib
Too much bugs and transaction failed without any reason,Al Habib
Abslout a waste of time and data this app It is extremely difficult to make this app work Unfortunately there is no option to give o#or even less then 0,Al Habib
I cannot turn on my e-commerce transaction. When I try to turn on system said error no account found 🙂,Al Habib
Very Bad and worst app,Al Habib
Sir yes application mere mobile me open nae Hitachi h.....................,Al Habib
My account hack,Al Habib
One of the worst banking apps out there. Unavailable everytime when you need to make a transaction.,Al Habib
"Worst banking app. Aways throwing the same error ""From account is not valid"" to hide the actual error. Despite that I have the only 1 account and selected it from their dropdown, there no input box that a user can write account# it's all coming from their own database. I have to wait for more than 24 hours for a single transaction, wasting my time on trying multiple times. PS. Now their bot 'll reply to my review saying ""Thanks.. we are working on it.. etc"" they're saying since last years.",Al Habib
"This application is worst bank application,even I call on helpline multiple times but they only collect my details and said to me I'll will be sorted,but am still facing issue. Totally wasting of time",Al Habib
"There are lots of bugs. When you register for fingerprint login, the app fails to recognize the fingerprint! Transactions through the app are not user-friendly at all. This app needs a complete overhaul.",Al Habib
Very bad working....Slow most operating...Sometimes OTP not received or after so long time when no need..Please make simple this app as HABIB BANK...,Al Habib
Bhai inki atm service bhut bekar hai 2 dafa card banwaya ek hi Error transaction not allowed lol service shame bank al Habib,Al Habib
Me 5 star de bi sakta ta lekin al Habib mobile app bhot slow ha aur login ker ne k doran bar bar error ka oppition ata ha bank al Habib owner ko chahiye k apna network mazeed strong kre ta k customers ko bar bar problems ka samna ker na na pade aur jab app ka issue na ho jae tab customrs apko mazeed support krenge doosri bat turbat branch me token system nahi hone ki waja se customers eak doosre ko deka de ker kam chla te ha aur bank officers bi customers ka respect nahi kerte please request,Al Habib
