,app,content,score,at
759,HBL,The app was good until the new update because my cell.phone does not support this and I am unable to use my app now. Please resolve this issue asap.,2,2025-06-27 13:43:42
760,HBL,I use this app since long time ago very useful app ☺️,5,2025-06-27 13:07:39
761,HBL,thanks hbl for such helpful app,5,2025-06-27 13:03:31
762,HBL,it was good but I want to say that I send the balance to someone he didn't get that but the balance from my account was deducted so why this thing happened,4,2025-06-27 12:48:40
763,HBL,why this app doesn't have hbl personal loan option.,1,2025-06-27 12:37:07
764,HBL,HBL is great Bank and great banking I Love HBL service,5,2025-06-27 12:35:58
765,HBL,wonderful,5,2025-06-27 12:34:36
766,HBL,very good experience,5,2025-06-27 11:00:47
767,HBL,good,5,2025-06-27 10:45:01
768,HBL,very good app,5,2025-06-27 10:23:53
769,HBL,very good and helpful app,5,2025-06-27 10:19:08
770,HBL,Good Experience 😍😍😍,5,2025-06-27 09:57:14
771,HBL,nice,5,2025-06-27 09:42:55
772,HBL,"I love HBL Bank, it is a very good bank, its service is very good, secondly, it is different from all the banks, it is my favorite bank ❣️☺️❣️",5,2025-06-27 09:22:17
773,HBL,excellent service of hbl,5,2025-06-27 08:43:03
774,HBL,best experiance,5,2025-06-27 08:39:59
775,HBL,this app a good work,5,2025-06-27 08:09:55
776,HBL,very good app,5,2025-06-27 07:49:15
777,HBL,this HBL app is very helpful but today I am facing difficult in opening the app it is saying that (please download the app from Google play store),4,2025-06-27 07:45:53
778,HBL,I am very glade to this application,5,2025-06-27 06:00:58
779,HBL,"Its user friendly, safe & secure app for every one.",5,2025-06-27 05:04:25
780,HBL,good,5,2025-06-27 03:55:28
781,HBL,Bohat he gatiya bank ha ... aur service b boht gatiya ha . plz don't use HBL,1,2025-06-27 01:31:11
782,HBL,it is excellent,5,2025-06-27 00:47:21
783,HBL,This app is very use full and secure,5,2025-06-27 00:40:33
784,HBL,Cannot enter email received OTP on phone app as the keyboard does not appear and helpline says it is a autofetch system. HBL really needs to upgrade their IT systems. Learned this information after sending 30 emails to helpline.,1,2025-06-27 00:11:14
785,HBL,Very Bad Experience,1,2025-06-26 23:44:26
786,HBL,This application doesn't work proper in ios 26 version. The app crashes alot and never open.,1,2025-06-26 23:40:41
787,HBL,Assalam o alikom dear HBL MOBILE APP are fantastic and easy to use for transaction etc .,5,2025-06-26 23:12:05
788,HBL,good working,1,2025-06-26 23:11:54
789,HBL,good,5,2025-06-26 22:38:26
790,HBL,One of the best HBL,5,2025-06-26 22:36:03
791,HBL,nice,5,2025-06-26 22:29:01
792,HBL,"So helpful app I use ever. I can check my account balance any time , pay my utility bills without any difficulty.",5,2025-06-26 22:28:09
793,HBL,good,5,2025-06-26 22:16:47
794,HBL,we'll app,5,2025-06-26 22:05:38
795,HBL,very poor experience,1,2025-06-26 21:21:26
796,HBL,this is worst app. nothing work v poor,1,2025-06-26 21:08:45
797,HBL,thnx for everything,5,2025-06-26 21:02:05
798,HBL,"Tpin, ID , Bio matrix, now special condition worse banking experience cannot perform a transition since 1 month",1,2025-06-26 20:47:51
799,HBL,"Good , best",5,2025-06-26 20:36:25
800,Meezan Bank,Nice app but very slow working,5,2025-07-11 14:25:51
801,Meezan Bank,Good,5,2025-07-11 13:47:59
802,Meezan Bank,great,5,2025-07-11 13:38:07
803,Meezan Bank,Stupid App not opening Whats a problem?? Old app was better than this stupid new app.,1,2025-07-11 13:21:37
804,Meezan Bank,good app,5,2025-07-11 09:36:07
805,Meezan Bank,Excellent bank service and good working,5,2025-07-11 09:12:41
806,Meezan Bank,good service,5,2025-07-11 08:15:17
807,Meezan Bank,good,5,2025-07-11 05:41:41
808,Meezan Bank,Nicely,5,2025-07-11 01:24:40
809,Meezan Bank,very good service,5,2025-07-11 00:53:14
810,Meezan Bank,Till now it's good.,3,2025-07-11 00:36:35
811,Meezan Bank,"Great overall experience! The app runs smoothly without any bugs or crashes. I’d love to see a more modern, animated UI in future updates — something creative and stylish. The current font feels a bit outdated, so a Gen Z–friendly typeface would add freshness. Also, instead of instantly closing the app when tapping the switch button, it should take us to a logout page first — it would look cleaner. Just my suggestions! Overall, the app is excellent — looking forward to future improvements!",5,2025-07-10 23:25:20
812,Meezan Bank,very great 👍👍👍👍👍,5,2025-07-10 22:58:05
813,Meezan Bank,I am not getting the Tap and Pay option shown on this app. I want to activate the NFC service.,1,2025-07-10 22:53:15
814,Meezan Bank,"This new app is unreliable—too slow to load data. I transferred USD from my Payoneer account, and the funds are still missing. I won’t take the risk of using this app for Payoneer transfers again.",1,2025-07-10 22:41:02
815,Meezan Bank,Fast & Smart,5,2025-07-10 21:01:16
816,Meezan Bank,very good work 👍 Meezan 🏦,5,2025-07-10 20:12:51
817,Meezan Bank,i am not able to login to app. it is always giving me error about location not available. please remove the location access. thank you,1,2025-07-10 19:39:58
818,Meezan Bank,try more to facilitate,2,2025-07-10 18:28:17
819,Meezan Bank,good service,5,2025-07-10 18:17:17
820,Meezan Bank,no dark mode,1,2025-07-10 18:16:46
821,Meezan Bank,good,5,2025-07-10 17:03:59
822,Meezan Bank,it's much slower than the old app. The design is delightful but the app isn't working as sharp as other old app,1,2025-07-10 17:02:57
823,Meezan Bank,💯,5,2025-07-10 17:00:18
824,Meezan Bank,finger scanning is not working i restored my mobile phone than i downloaded again but now iam unable to scan my fingerprints this showing error of your fingerprints mismatch with nadra record iam very frustrated kindly solve this issue,1,2025-07-10 16:53:40
825,Meezan Bank,best bank in Pakistan,5,2025-07-10 16:30:36
826,Meezan Bank,nice,5,2025-07-10 15:54:34
827,Meezan Bank,"very good experience, new interface with amazing features",5,2025-07-10 15:54:06
828,Meezan Bank,why didn't my app open 😒,1,2025-07-10 15:43:00
829,Meezan Bank,good,4,2025-07-10 15:11:48
830,Meezan Bank,what is the different between this version and classic version,3,2025-07-10 14:57:41
831,Meezan Bank,worst app too much slower then others,1,2025-07-10 13:44:42
832,Meezan Bank,amazing services,5,2025-07-10 13:38:21
833,Meezan Bank,it's wonderful service,3,2025-07-10 13:32:08
834,Meezan Bank,Good,5,2025-07-10 13:26:24
835,Meezan Bank,greatest mobile app,5,2025-07-10 12:48:02
836,Meezan Bank,everything is good but please work on your interface. just a suggestion when a customer open the he should feel like he's entering in the future. I was a ubl customer you should see ubl app.,4,2025-07-10 12:10:53
837,Meezan Bank,good service,5,2025-07-10 11:55:52
838,Meezan Bank,Why is the data not synced between the previous app and this one? That's a major security issue.,1,2025-07-10 11:33:26
839,Meezan Bank,Good banking service,5,2025-07-10 11:30:56
840,Meezan Bank,good experience,5,2025-07-10 11:28:00
841,Meezan Bank,Amazing,5,2025-07-10 11:16:08
842,Meezan Bank,"Two apps donot open same account , even if logged out from the other app",4,2025-07-10 11:13:10
843,Meezan Bank,good 👍😊,5,2025-07-10 10:30:28
844,Meezan Bank,Very good,5,2025-07-10 10:22:34
845,Meezan Bank,"1. The app takes time while loading transactions. 2. Please add 'calculate' feature to calculate the total amount sent or received once a filter is applied or an account is searched. 3. It gives policy violation errors while choosing a date range more than a year. Overall, I am astonishingly impressed with this smooth and descriptive app.",5,2025-07-10 09:35:46
846,Meezan Bank,Awsome interface,5,2025-07-10 04:27:53
847,Meezan Bank,good,5,2025-07-10 02:07:26
848,Meezan Bank,I love this branch,5,2025-07-10 01:10:46
849,Meezan Bank,very well app thanks mezan extra fast service,5,2025-07-10 00:59:02
850,Meezan Bank,Good app,5,2025-07-10 00:26:36
851,Meezan Bank,"This App is too slow, take so much time to open. Transaction are slow! Location feature is so annoying and its not working properly. Review option at the end of every transaction is so annoying and any how i tried to gave a review and its giving errors lol 😂 classic app was so much better..",1,2025-07-10 00:09:01
852,Meezan Bank,"outstanding service, thanks to meezan bank",5,2025-07-09 23:59:09
853,Meezan Bank,very nice,5,2025-07-09 23:05:58
854,Meezan Bank,good,5,2025-07-09 22:49:58
855,Meezan Bank,Good 👍,1,2025-07-09 22:25:38
856,Meezan Bank,"Great app overall, but I'm unable to link my Raast ID with my account. The app is updated and everything is correct, but it still doesn't work. Kindly fix this issue soon.",4,2025-07-09 22:08:28
857,Meezan Bank,good service ok,3,2025-07-09 21:11:59
858,Meezan Bank,is it just me or anyone else that you jave to log in everytime you enter the app . I really dont understand what to do,3,2025-07-09 20:44:42
859,Meezan Bank,buhat buri app hy main 2 maheeny sy login krny ki try kr rhi hon. kia faida aisi digital app ka ju login he nh hu rahi,1,2025-07-09 20:37:23
860,Meezan Bank,zabar das nice 👍,5,2025-07-09 19:21:26
861,Meezan Bank,good,1,2025-07-09 18:26:57
862,Meezan Bank,good,5,2025-07-09 17:51:20
863,Meezan Bank,Excited,5,2025-07-09 16:48:38
864,Meezan Bank,easy to use and very enjoying using this app,5,2025-07-09 16:36:40
865,Meezan Bank,he is the good services meezan Bank,5,2025-07-09 16:31:35
866,Meezan Bank,It's Not a Mobile Banking App. You should Install another one.,3,2025-07-09 16:30:43
867,Meezan Bank,This app runs slow and should have to be upgraded.,5,2025-07-09 15:24:45
868,Meezan Bank,Good experience,5,2025-07-09 15:18:26
869,Meezan Bank,How can I login without Atm card no. They did not give me Atm Card,1,2025-07-09 15:13:48
870,Meezan Bank,this app is good to register account but i couldn't login my account at meezan bank classic app why i show incorrect user name or password error,5,2025-07-09 15:07:48
871,Meezan Bank,👍👍,5,2025-07-09 14:56:47
872,Meezan Bank,"The UI has been improved, but unfortunately, the app has become extremely slow. Even the login process takes much longer now. I tried to make transactions three times at different intervals using the Android version, but none of them went through. However, the same transactions worked instantly on the older iOS version, and my internet connection was stable throughout. While the UI looks better, the overall UX has become quite poor, the app lacks speed and performance.",2,2025-07-09 14:46:56
873,Meezan Bank,good,3,2025-07-09 14:35:32
874,Meezan Bank,good 👍,5,2025-07-09 13:42:42
875,Meezan Bank,not working on my Huawei phone,3,2025-07-09 13:02:51
876,Meezan Bank,good,5,2025-07-09 12:36:48
877,Meezan Bank,Excited,5,2025-07-09 12:23:28
878,Meezan Bank,soft application,5,2025-07-09 12:08:51
879,Meezan Bank,good service,5,2025-07-09 12:03:12
880,Meezan Bank,Awesome 👍,5,2025-07-09 12:02:01
881,Meezan Bank,v good,5,2025-07-09 11:46:41
882,Meezan Bank,good,4,2025-07-09 11:38:58
883,Meezan Bank,ماشاءاللہ بہت عمدہ ایپ ہے گھر بیٹھے بہت سارے کام ہو جاتے ہیں,5,2025-07-09 10:52:58
884,Meezan Bank,overall good experience in use no stuck or lack during its usage,5,2025-07-09 10:23:09
885,Meezan Bank,Both achi app he,5,2025-07-09 10:05:42
886,Meezan Bank,Excellent,5,2025-07-09 09:58:51
887,Meezan Bank,ok,5,2025-07-09 09:47:50
888,Meezan Bank,good,1,2025-07-09 08:20:06
889,Meezan Bank,good,5,2025-07-09 06:27:05
890,Meezan Bank,good 👍,5,2025-07-09 03:01:37
891,Meezan Bank,superb app very very easy,5,2025-07-09 01:40:55
892,Meezan Bank,Worst Bank I have ever seen they block amount and scam.us,1,2025-07-09 00:41:22
893,Meezan Bank,excellent,5,2025-07-08 23:50:12
894,Meezan Bank,good,4,2025-07-08 22:53:50
895,Meezan Bank,i was not expecting meezan bank to launch such a worst app like this... pehle wali hi theek thi is s to... is me errors hi errors hen....,1,2025-07-08 22:16:27
896,Meezan Bank,last app was user friendly,3,2025-07-08 21:46:59
897,Meezan Bank,Worst worst worsssstttttt tareeen update.... Dil karta hai meesan ka ccount he band krwa den itni buri update ki hai..... Again and again payment transfer issue damn slow hell irritating FOR GOD SAKE CHANGE IT.... previous addition was absolutely loving and Perfect kindly do it better 🙏,1,2025-07-08 21:34:20
898,Meezan Bank,good,5,2025-07-08 21:28:30
899,Meezan Bank,excellent App response,5,2025-07-08 20:59:33
900,Meezan Bank,good,5,2025-07-08 20:46:01
901,Meezan Bank,good,1,2025-07-08 20:37:37
902,Meezan Bank,awesome 👍 application easy to use,5,2025-07-08 20:25:04
903,Meezan Bank,"Your app’s UX is weak when I go to the Account Wallet section, it shows “Not Verified” even though my account is already verified.",1,2025-07-08 20:25:03
904,Meezan Bank,nice app,5,2025-07-08 19:16:48
905,Meezan Bank,good,5,2025-07-08 19:11:24
906,Meezan Bank,Best App Easy to use recommend,5,2025-07-08 19:00:41
907,Meezan Bank,👍,5,2025-07-08 18:28:42
908,Meezan Bank,veery nice 👍,5,2025-07-08 18:26:34
909,Meezan Bank,App is not working on biometric verification,1,2025-07-08 18:23:44
910,Meezan Bank,best banking experience i like it very much,5,2025-07-08 18:18:30
911,Meezan Bank,excellent service,5,2025-07-08 17:55:47
912,Meezan Bank,good,5,2025-07-08 17:14:42
913,Meezan Bank,Meezan is best,5,2025-07-08 15:48:48
914,Meezan Bank,it takes too long to open and even it stucks also,2,2025-07-08 15:29:12
915,Meezan Bank,very good,5,2025-07-08 15:20:36
916,Meezan Bank,"Meezan Bank has been providing very poor service for the past month. We request the management to resolve this issue seriously, otherwise we will close our account.",1,2025-07-08 15:09:44
917,Meezan Bank,"Even after scanning the correct ID card under full bright lighting conditions, I am getting an error that either the ID card is fake or lighting is low!",1,2025-07-08 14:50:53
918,Meezan Bank,which app are we supposed to use ? this one or the Meezan bank classic app ? i recently updated my meezanbank classic app & it also installed this app on my phone. kindly guide,3,2025-07-08 14:30:34
919,Meezan Bank,best service in all Pakistan,5,2025-07-08 13:51:10
920,Meezan Bank,I love this app,5,2025-07-08 13:34:34
