content,app,aspects,opinions,sentiments,categories,mapped_categories
App boht slow hai otp kabhi receive nahi hota,Al Habib,['App'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
every time when i open app not work.,Al Habib,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
My bank so nice and fast bank,Al Habib,['bank'],['nice'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Al habib good bink,Al Habib,['bink'],['good'],['positive'],['FOOD#QUALITY'],['MISC#APP_FEEDBACK']
Very lousy and dirty bank,Al Habib,['bank'],['lousy'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Nikammi aur fazol tareen service hai,Al Habib,['service'],['NULL'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
While logging in it gives a message of error and wont login.. after many tries once it logs in. It does not allow new transiction or cannot enter new payee. The OTP never gets recieved. On email or number.,Al Habib,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Best app but error option is not good,Al Habib,"['app', 'error option']","['Best', 'not good']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
Worst banking app ever. Everytime you want to make a transaction it fails. Whenever you try to login the server is crashes. They should hire some quality developers for they application.,Al Habib,"['banking app', 'server']","['Worst', 'crashes']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SERVICE#GENERAL']","['APP#PERFORMANCE', 'BRANCH_SERVICE']"
Bank al habib 👍 great work,Al Habib,['Bank al habib'],['great'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
I can't login my ac biometric verification going failed again and again what I Ve to do?,Al Habib,['ac biometric verification'],['failed'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Worst app and wrost bank. What the hell is the cooling period what is this nuclear power plant. Second I can't login from the browser who designed this bunch of 9 year olds WAKE UP. Useless bank waste of space and time,Al Habib,"['app', 'bank']","['Worst', 'useless']","['negative', 'negative']","['SOFTWARE#GENERAL', 'SUPPORT#GENERAL']","['APP#FEATURES', 'CUSTOMER_SUPPORT']"
Bad experience regarding mobile app,Al Habib,['mobile app'],['Bad'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Hi dear, My mobile application give me error during login the app (no record found) solve it",Al Habib,['mobile application'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Quite supporting and handy application of BAHL,Al Habib,['BAHL'],['supporting'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
3 weeks say app ko login krna cha rehi hun nhi ho rehi na tu online waly sehi say guide kar rehy or bank walay kehty hain online contact karin what the hell meri sub family k account is bank main Abi yeh he socha hai k kesi dusry bank Shift kar dun. Na pasword accept ho raha hai na he change 3 days ka time ka bola tha aj 3 weeks say ziyda ho gay hain i-8 isb branch isb.....,Al Habib,"['app ko login krna cha rehi hun nhi ho rehi', 'bank']","['NULL', 'NULL']","['negative', 'negative']","['SOFTWARE#GENERAL', 'SUPPORT#GENERAL']","['APP#FEATURES', 'CUSTOMER_SUPPORT']"
Not working please improve your app go and check the meezan bank app 24/7 it will work,Al Habib,['meezan bank app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Worst app ever used, always crash down when trying to login.",Al Habib,['app'],['Worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Ma apni email bhol gaya konsi Dali thi account opening ke waqt is app ma required he ab me apni registration kese karu is app me??,Al Habib,['account opening'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Nice app compared to previous one. But now the option to download bank statements/transaction history older than 6 months is not possible via the app no idea why that is the case.,Al Habib,['app'],['Nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"It's terrible where you can't access your account after entering OTP code, forget password is way too long to go, this is just blow your mind, uff, I can't go for bill payment since long ago just due to forget pwd, comparatively meezan bank app is far easy to do, just enter your debit card number & get access again.",Al Habib,['meezan bank app'],['easy'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
"When ever I want to use app, error show itne baqwas aap mene ni dekhe",Al Habib,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Very good 👍😊,Al Habib,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"Worst experience, login issue always.",Al Habib,['login'],['Worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
where is nfc,Al Habib,['nfc'],['NULL'],['neutral'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
Too much errors,Al Habib,['NULL'],['errors'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
Worst banking app I have ever used. I have entered correct id and password but app always shown incorrect user name and password.,Al Habib,['banking app'],['Worst'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Improve app performance and working on app loading speed.,Al Habib,"['app performance', 'app loading speed']","['improve', 'working']","['positive', 'positive']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
"It's loaded too much when you really want this app to work their system will be down. Hopefully, looking forward to the improvement as the meezan's bank app which is way better that this.",Al Habib,['app'],['loaded too much'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Fazool App hai.OTP Send nhi kr rhi app aur na Account login ho rha hai.Please update app.Its very Frustrated app.very bad Experience.,Al Habib,['app'],['Fazool'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Worst bank in Pakistan, worst banking application. I'm sure you are running your IT department with the help of interns. Very frustrating, O god can't explain. I'm going to stop using BAHL service from now.,🙏",Al Habib,"['bank', 'banking application']","['Worst', 'frustrating']","['negative', 'negative']","['SUPPORT#GENERAL', 'SOFTWARE#GENERAL']","['CUSTOMER_SUPPORT', 'APP#FEATURES']"
"This is so far the worst banking app I've ever used. Every time i have to make urgent transfers, app is unable to connect to server. Have you guys checked other banking apps? Even microfinance banking apps are way better than this. Very poor user experience.",Al Habib,['banking app'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
5 star dene ki waja mera account hai is bank mein,Al Habib,['dene ki waja mera account hai is bank mein'],['NULL'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Bad experience Meezan Bank's App>>>,Al Habib,"[""Meezan Bank's App""]",['Bad'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Chutyape ki application hai 10 din biometric ki koshish ho hi nhi rahi na kisi branch wale ko pata hai kse hogi na call center walon masla wahin ka wahin application glitch kar rahi hai bar bar biometric option aa rha hai aala chutyape ki aaplication banayi hai,Al Habib,['biometric option'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Totally useless app. Never works when needed, first it took days to setup the account then whenever you are in need, it doesnt work. I have been trying to login from 3 days and its not logging in. I have never had this kind of issue with any other bank, I am deleting this app and also changing my bank. I read some other reviews and I can tell all the 5star reviews are paid or by their employes. Please stop this bs and create better user experience.",Al Habib,['app'],['useless'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Very slow and main problem is transaction history is horrible no details of sender no details of bank just telling amount now you should upgrade this,Al Habib,"['transaction history', 'sender', 'bank']","['horrible', 'no details', 'no details']","['negative', 'negative', 'negative']","['SINCE#GENERAL', 'SENDER#GENERAL', 'SINCE#GENERAL']","['ATM_SERVICE', 'Miscellaneous', 'ATM_SERVICE']"
Very low quality and non recommended application. During registration process it's taking longer time. I have added many time confirmation code by copying from email and message but it's showing wrong code . When I call to help line they referred me to their YouTube channel. What a joke No one want to guide. I have launched a complaint but no one has contacted me after three day even. What a great service 😁😁😁,Al Habib,['service'],['great'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
90% chances to not ligin whenever you need to to login f***,Al Habib,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
To much problem,Al Habib,['NULL'],['problem'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Worst app i have ever seen i did biometeric 5 times and still they said your cooling period is started you need to wait 🫷 2 hours,Al Habib,['app'],['Worst'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Good bank 🏦,Al Habib,['bank'],['Good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Unable to connect to the server.,Al Habib,['server'],['Unable to connect'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Sorry to say Now your service are very slow.,Al Habib,['service'],['slow'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Good for ues,Al Habib,['ues'],['Good'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
Very poor service not okay app every few weeks a certain problem happen.. Which none message receive (otp) and app open himself without (otp)and no transaction deliver. It might few hours several days and several times. Most of 10am to 5 pm,Al Habib,"['service', 'app']","['poor', 'not okay']","['negative', 'negative']","['SERVICE#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['BRANCH_SERVICE', 'APP#PERFORMANCE']"
"Nice app, however it would be more user friendly and appreciate if profile update, FAQs and CHAT BOT options were incorporated in the application.",Al Habib,"['app', 'profile update', 'FAQS', 'CHAT BOT options']","['Nice', 'more user friendly', 'appreciate', 'appreciate']","['positive', 'positive', 'positive', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES', 'APP#FEATURES', 'APP#FEATURES']"
This bank is thief. Staff is liar. Cheaters bank. Why you don't tell me clearly that you will put heavy charges. I opened a saver acount in August 2024 with Rs. 2000. They sent me the cheque book and visa silver card in September. On 6 September bank charges ADC charges 1301.77 Fed/salestax ADC charges 208.28 On September 16 Bank charges) ADC Charges Rs. 1448.23 Fed/salestax ADC charges Rs. 231 In just one month of opening an account they charged me Rs. 3189 Whyyyyyyyyy?,Al Habib,"['bank', 'staff', 'addresses']","['thief', 'liar', 'heavy']","['negative', 'negative', 'negative']","['SUPPORT#GENERAL', 'SERVICE#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
Biomatric my ahh,Al Habib,['Biomatric'],['NULL'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
AL Habib digital Bink no 1 bink,Al Habib,['bink'],['NULL'],['neutral'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"Just a awfull experience. Your application is not running properly, not your biomatric function works not even login page works. I think there is fault in your database, because I it's not fetch correct id password, I have tried of keep trying login and forget password 🙏🙏🙏🙏🙏",Al Habib,"['application', 'biomatric function', 'login page']","['awfull', 'NULL', 'NULL']","['negative', 'negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE', 'APP#PERFORMANCE']"
Worst service. Always shows bugs.,Al Habib,['service'],['Worst'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
More improved but heavy size may cause loading on small memory mobile phones,Al Habib,['memory mobile phones'],['impressed'],['negative'],['MEMORY#DESIGN_FEATURES'],['Miscellaneous']
Plzz made this app on huawei app store,Al Habib,['app'],['NULL'],['neutral'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"3rd class app very bad experience I will remove my account from this bank, the reason is the 3rd class experience with this app.",Al Habib,['app'],['bad'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
My app is not working,Al Habib,['app'],['not working'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Worst app... Kabh bh theek nahi chalti slow chalti ha bas intezar krta rahy banda balance show honay ka.. Baraye meharbani apni app ko sahi karyn,Al Habib,['app'],['Worst'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Worst App.... As my account is at karachi and now i am at Isb. Here i cant pay my electricity bill of iesco from this.. Even cant load supercard or any other balance to mobile,Al Habib,['App'],['Worst'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"I'm unable to perform biometric verification. Error says ""unable to fetch current location"". While location permission is given and device location is active.",Al Habib,['biometric verification'],['unable to perform'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I had tried many times to open my account but again again its was locked i had called many times to help line they asked me that they activate the account but when i tried to login it show me account locked,Al Habib,['account'],['locked'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Please unlock my al Habib Mobile app this device,Al Habib,['al Habib Mobile app'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Very nice App,Al Habib,['App'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Helpful app easy and simple ..,Al Habib,['app'],['Helpful'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Very difficult to maintain and activate 😔,Al Habib,"['maintain', 'activate']","['difficult', 'difficult']","['negative', 'negative']","['LAPTOP#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['DEVICE#PERFORMANCE', 'APP#PERFORMANCE']"
Now working fine,Al Habib,['NULL'],['fine'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
It's a useful app it saves time as well,Al Habib,['app'],['useful'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Verey good I like it,Al Habib,['Verey'],['good'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
Excellent features regarding e statment wht certificate balance certificate You can buy bus airplanr tickets on discounts i rate 5 stars,Al Habib,"['e statment', 'wht certificate balance certificate']","['Excellent', 'Excellent']","['positive', 'positive']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
