Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
134,review,I am using Standard Chartered Bank salary account   for 1.5 years .This account  is used much frequently and also  using net banking  service as well as  mobile banking service and credit card  bill payment and money transfer .customer  service is also good and  banking service was comfortable .,5.0,mobile banking service,used,positive,SOFTWARE#GENERAL,SOFTWARE
134,review,I am using Standard Chartered Bank salary account   for 1.5 years .This account  is used much frequently and also  using net banking  service as well as  mobile banking service and credit card  bill payment and money transfer .customer  service is also good and  banking service was comfortable .,5.0,credit card bill payment and money transfer,used,positive,SOFTWARE#GENERAL,SOFTWARE
134,review,I am using Standard Chartered Bank salary account   for 1.5 years .This account  is used much frequently and also  using net banking  service as well as  mobile banking service and credit card  bill payment and money transfer .customer  service is also good and  banking service was comfortable .,5.0,customer service,used,positive,SUPPORT#GENERAL,SUPPORT
135,SBI,"I am using SBI salary account which ,i am having more than 10 years .The transactions are done frequently and using net banking and mobile banking service it is very much user friendly.I am using both the service for credit card bill payment.Each transaction is safe and secure and ,i am satisfied with the service.",4.0,service,satisfied,positive,SERVICE#GENERAL,SERVICE
136,HDFC Bank,My company gave me a salary account from HDFC and i have opened the account in the year of May 2015. Its a zero balance account to use. Its good to use the Internet banking and mobile app facility. I have visited their branch once because of changing my net banking pin and the response is superb. They do not take any extra charges from customer's account without customer's knowledge.,4.5,salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
136,HDFC Bank,My company gave me a salary account from HDFC and i have opened the account in the year of May 2015. Its a zero balance account to use. Its good to use the Internet banking and mobile app facility. I have visited their branch once because of changing my net banking pin and the response is superb. They do not take any extra charges from customer's account without customer's knowledge.,4.5,Internet banking,good,positive,SOFTWARE#GENERAL,SOFTWARE
136,HDFC Bank,My company gave me a salary account from HDFC and i have opened the account in the year of May 2015. Its a zero balance account to use. Its good to use the Internet banking and mobile app facility. I have visited their branch once because of changing my net banking pin and the response is superb. They do not take any extra charges from customer's account without customer's knowledge.,4.5,mobile app facility,superb,positive,SOFTWARE#GENERAL,SOFTWARE
137,review,I am holding my salary account with BANK OF BARODA on 7 years. Though its salary account I need to maintain a amount of 3K as minimum. There is no hidden charges and  service is good. Mobile app is user friendly to access. I get alert message on time for the transaction. I use to get offers for loans and credit card.,5.0,salary account,no hidden charges,positive,SALARY#GENERAL,OTHER
137,review,I am holding my salary account with BANK OF BARODA on 7 years. Though its salary account I need to maintain a amount of 3K as minimum. There is no hidden charges and  service is good. Mobile app is user friendly to access. I get alert message on time for the transaction. I use to get offers for loans and credit card.,5.0,service,good,positive,SERVICE#GENERAL,SERVICE
137,review,I am holding my salary account with BANK OF BARODA on 7 years. Though its salary account I need to maintain a amount of 3K as minimum. There is no hidden charges and  service is good. Mobile app is user friendly to access. I get alert message on time for the transaction. I use to get offers for loans and credit card.,5.0,Mobile app,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
138,HDFC Bank,I am using HDFC savings account almost 3 years before. I need to maintain a minimum balance of Rs. 5000. The branch is nearby  my office hence I chosen this bank. Staff response is really good. They don't deduct any hidden charges but they will charge for non balance maintenance like if less than 50% from the required balance they charge Rs. 500.,5.0,HDFC savings account,using,positive,SUPPORT#GENERAL,SUPPORT
138,HDFC Bank,I am using HDFC savings account almost 3 years before. I need to maintain a minimum balance of Rs. 5000. The branch is nearby  my office hence I chosen this bank. Staff response is really good. They don't deduct any hidden charges but they will charge for non balance maintenance like if less than 50% from the required balance they charge Rs. 500.,5.0,staff response,good,positive,SERVICE#GENERAL,SERVICE
139,review,I have opened DBS bank salary account on 3 years ago. Its a zero balance account to use. Its good to use a Internet banking and mobile app facility. I will do most of the transactions through app since its very comfortable to use. There is no call support in this bank. There is no charges for the fund transfer.,5.0,DBS bank salary account,good,positive,SOFTWARE#USABILITY,SOFTWARE
140,Kotak,"I opened my savings account from Kotak Mahindra bank its because of the maintenance of zero balance. For my savings purpose, I have chosen this account but I'm not doing much transaction from this account. I am not using their online banking facility and mobile app. I availed the account on last 5 months back.",4.0,savings account,NULL,neutral,SOFTWARE#GENERAL,SOFTWARE
141,HDFC Bank,I am using my salary account from HDFC bank for almost 2 years. Its a zero balance account to use. I have experienced of their net banking facility which is good to use but i have not tried mobile app. I'm receiving an OTP immediately whenever I'm doing an online transaction. They don't deduct any kind of additional charges.,4.0,net banking facility,good to use,positive,SUPPORT#GENERAL,SUPPORT
141,HDFC Bank,I am using my salary account from HDFC bank for almost 2 years. Its a zero balance account to use. I have experienced of their net banking facility which is good to use but i have not tried mobile app. I'm receiving an OTP immediately whenever I'm doing an online transaction. They don't deduct any kind of additional charges.,4.0,mobile app,NULL,negative,SOFTWARE#GENERAL,SOFTWARE
142,HDFC Bank,Opened my salary account with HDFC in the year of 2012 because my company has provided this account to me. Its a zero balance account to have. Its excellent to use the net banking and mobile app facility. Some time i went to the HDFC branch for converting my old cash to new one and for a transaction issue but response was not that good.,5.0,salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
